Tweet ID,Full Text
1401770546279419904,"@EssexPR @FKGPML I notice that many pubs have cut back on the covid signage and the arrows and one way systems have been dispensed with. Since pubs reopened this time around only one pub, and I have to been to many, asked why I was mask free."
1402780951093121034,"@townhallcom Science says Hydroxychloroquine treats Covid effectively, and masks do NOT prevent Covid transmission. Fauci LIED both times against science.
https://t.co/E8qoiMSqPa"
1404967205054291969,"Listen up, dipshits. If a private business still has masking rules in place, you still wear a mask when visiting that business. Yelling at a 17 year kid making sandwiches just makes you an asshole"
1401178391739617284,"@Francenozoica @TTaylortrained @Gazsmith10 @PoliticsForAlI @theipaper Your right, that's why Surgeons don't wear those for coronivirus.  But for the public of Course they just stop droplets which helps. Slow the spread of Covid. So your analogy doesn't work at all. Masks do lessen the spread of droplets."
1401710489806295044,"CDC Languaging Purposed for a Trac &amp; Trace Govt. 
Not Vaccinated 
•Imprisoned or fined if Not wearing a mask 
•Proof of the Vaccinated who are political may disappear 

@dbongino @TuckerCarlson @mtgreenee @Jim_Jordan https://t.co/6baRljfh5q"
1405006428113227777,"@croydon_of Three-tier PPE, N95 masks are required when in direct care or contact with a person who is suspected or confirmed to have COVID-19 or is in quarantine."
1401638995898122241,here’s everybody’s reminder to wear a mask or choke 😍
1407989773797662724,"""An outbreak in Sydney prompts a travel ban and a return to mask rules."" by BY DAMIEN CAVE via NYT New York Times https://t.co/fmIwzSdkPM"
1404981675080261651,Every damn film shoot HAS to have those stupid ass producers or directors who REFUSE to wear a mask or think they get special privileges while making the rest of the team stay compliant.
1410317466929176582,@kizuululu hey midori! I WEAR A MASK WITH A SMILE
1407878534056579074,"@Johnhere10 I think you are referring to idolatry. It is common in many groups regardless of religious affiliation. Right now many are worshipping the idol of COVID for example. Even the muslims, they wear the masks etc. As if Allah was not enough."
1404136837644390400,@PDG887 @mattyglesias I don't think there is a consensus that telling people vaccinated to wear mask indoors would be good for overall behavior -  it assumes with certainty that the statement will not effect the behavior of those on the fence of getting vaccinated
1405286455837040642,Why do people think if you don’t get jabbed you have Covid? There is something really mentally disturbing about a population that feels healthy people can kill them. They seem to think anyone who does not get jabbed had Covid. If you don’t have a mask you spread it.
1406723411561222151,"@viscool8332 @EvenKieled @CTcynic @Julie0julie1 @AlexBerenson @moderna_tx Uh, no! Aerosol spread for which masks do *not* work.

https://t.co/RdstRDAmak

https://t.co/iZCxa4vwCZ"
1400474259189870600,@mtgreenee @RepMTG at least they never made him wear a cloth mask. https://t.co/8RP3DyZV7A
1400287809060192263,Gonna still wear my mask. Got a newborn and I can’t risk it.
1400242780434280450,"anyone else heard “Covid” updates over the loudspeaker at your grocery store or gym?

Something to the effect:
“Attention customers, we are currently following the local mask mandate rules and implementing the following... please stay home if you exhibit any symptoms.. etc.” https://t.co/dJ5SnqkBQD"
1406336517513957377,"@alxxana @BSReese93 Sure. According to the CDC, if you're vaccinated, you don't need a mask anymore. It's everyone else that's not vaccinated that does. The vaccines work to protect you from hospitalization &amp; death from COVID. Ppl still wear masks out of concern, tho, &amp; its up to you if you want to."
1405285513641140229,"@troublebubble @ellymelly @OzraeliAvi @GoodSauceNews The WHO, all the CMO's, most virologists/epidemiologist recommend the wearing of masks for a time coming out of lockdown. The last variant was 4x more virulent and possibly aerosol transmissible. If you know this the question is dumb. It's not a conspiracy theory."
1408593717531799552,non vaxxed people going out with no mask and getting covid and then being like “omg wuuutt i got covid??” like uh yeah that’s what happens dummy.
1402779190592737281,Here’s where you have to wear a mask in California after June 15th https://t.co/SoeWA22jNu
1407395289120526336,@strxwmxn @ForgedinFire20 @IDontEvenNooh42 @ACLU So what about “to enter you must wear a mask”? You morons only want one sided “freedoms”.
1399695253054046212,"""Our #masks have added another layer of #alienation to sheltering &amp; #SocialDistancing ...A masks blocks more than airborne particles; it separates us in profound &amp; complex ways by masking the emotional cues...the very way we communicate..."" Kathleen Parker"
1405437956756852738,"We’re putting measures in place so everyone can enjoy IRONMAN safely on July 4.

🚴 Creating more space along the route to help social distancing
👍 Testing, masks and hand sanitiser available
🙂 COVID officers on hand to give advice 

▶️ https://t.co/OAjDPJdxU6 https://t.co/78ETkqrRo0"
1400417300046614531,Wear a mask. Save lives #COVID19 https://t.co/rBX8MtPP3A
1406874307062501382,"And our province is removing all restrictions on July 1st (besides masks and social distancing), so wtf are they gonna do then???"
1405920949623472136,Fair play to anyone who has to wear a mask all day. Bloody horrible.
1409830189672976388,"#Bhagpat: फर्जी ममता किशोर का हुआ पर्दाफाश। असली ममता राजस्थान में फर्जी बागपत में पर्चा उठवाती हुई,ये है वो फर्जी महिला जिसने ममता के नाम से पर्चा वापिस लिया। #RLD #JayantChaudhary #JilaPanchayatChunaav #Farzi #StayHome #StaySafe #COVID19 #WearAMask https://t.co/JeskjsqW4b"
1399692871960256519,"@shneckshneck Hi, it's a minimum of 1 meter social distancing on our trains and face coverings (unless exempt) are mandatory. If you feel at all unsafe, get off at the next station and board the next service if it looks Covid compliant. ^Chris"
1401998054685872136,@GannettAlbany Also - Zucker's letter says masks optional indoors. That isn't the policy Cuomo handed down today. Zucker's letter says he is asking the CDC for data - what data did the CDC provide on the efficacy of masked children at preventing Covid?
1407192188849516545,"On the occasion of Thalapathy Vijay Birthday Team #TVMP Chennai Had Provided Food , Face Mask &amp;  Silver Coins To Nurses By Encouraging Their  Work In This Pandemic Situation 

@actorvijay  @Official_Tvmp @VijayFansTrends @Tvmp_Chennai

#HBDTHALAPATHYVijay #Beast #Master https://t.co/dDquwkPgSU"
1401401906040229888,"@commentary_a @tedcruz @Apple @tim_cook Is that the science book that says:
1st mock Trump
2nd don’t wear a mask 
3rd wear a mask everywhere 
4th wear two masks everywhere. 
5th you don’t need to wear a mask outside 
6th no mask needed. 
If you please tell me the title of this science book I would like to read it."
1406628663643287556,"Troubling news for those of us with loved ones poisoned by @FoxNews and refusing to vaccinate 😕

Even in ""liberal"" Austin, more people are taking off their masks &amp; gathering indoors

This pandemic could've been fucking contained by now, but nOoOo 🤬 https://t.co/12OvWunbRS"
1402851509113700352,@EMM1124 @uche_blackstock If you refuse a flu shot in healthcare you wear a mask so if you’re refusing Covid vaccine then wear N95 -N95 stops Covid …vaccine does not stop Covid you can still get Covid and spread it even though you’re vaccinated
1409491397544120324,Evidently the #sideeffects of the #coronavirus #vaccine is #violent behavior and mass #lawlessness so you #wear  a #mask during #Asian #asskicking exercises or while you #blindly walk into the path of moving #traffic https://t.co/0iqSqSTZW7
1401523591418503168,#Saharanpur: अलीगढ़ में हुए ज़हरीली शराब कांड के बाद ज़िला प्रशासन हुआ चुस्त। ज़िलाधिकारी एवं एस॰एस॰पी॰ ने शराब के ठेकों में की सघन चेकिंग। #LiquorMafia #PoisonousLiquor #Aligarh #StayHome #StaySafe #COVID19 #WearAMask https://t.co/rV70MypIYX
1400961767333789700,"3/ Schools- latest weekly outbreak report shows 
https://t.co/CrWqgXy0i7 increase in kindy &amp; primary
2.Some increase in secondary: UK have no masks in secondary- need to mask up. 

Case rates in schools reflect outbreaks occurring in the surrounding community. https://t.co/8hu0MVKU21"
1408164181673656323,"@bozena_kania @DailyCaller I don't need to. I've been double vaccinated and wear a mask at all times.

But then Desantis has received the single J&amp;J jab (but it provides the least protection against the Delta variant)

Maybe he should have had the Pfizer?"
1408961891255209992,"@DanCrenshawTX @SenRickScott Define ""viral load"" or dose. Tell me how different variants affect people who travel? It's not black and white, safe and unsafe. While I don't wear a mask often, I know masks decrease risk &amp; why travel can be a problem. You should too."
1407867473802797057,Haba! Please they shouldn’t bring back masks 🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️ https://t.co/7YvnWWLoEW
1408325420097839104,"@TOINoida Better be careful.

 Stay protected , stay safe. 

#Masks
#StayHomeStaySafe
#StaySafe #Corona #CoronaUpdate"
