Tweet ID,Full Text
1399101736556679177,@HoboCEOE I've been out and travelling a bit since then. Downgraded the N95 mask to fun cloth ones instead. Ate in a restaurant. I keep reading all the science news to make sure the vaccine isn't losing effectiveness.
1392886887770058755,"@SonuSood Dear Sir, main Odisha se Kalinga Kishore Barik likh raha hu. Mera business last year corona ke wajah se crash ho gaya tha jo kuch bacha thaa iss corona ne sab kuch barbaad kar diya. Loan ke pressure se puri tarah dipression main reheta hu."
1398949690050183178,"#cancelcbseboardexams2021 #cancelallboardexams2021 #ModiHaiToMumkinHai #modijisave12students 
@narendramodi 
@TheAnuragTyagi 
@AdvMamtaSharma https://t.co/tOlE6wjHkc"
1396738752643420161,"Tokyo @Olympics: anger in Japan at @IOC call to make ‘sacrifices’ | #Tokyo Olympic Games 2020 • @IOCmedia
@guardianworld @Guardian_Sport https://t.co/drnyYQIkCR"
1388750846482018307,@MoHFW_INDIA @PMOIndia @drharshvardhan @AshwiniKChoubey @PIB_India @mygovindia Government ke liye covid ka sirf ek number badhta hai but hamare liye pura parivar hi khatam hone ko hai meri maa ko covid center se discharge kar diya but unke reports negetive nahi aaye. Please save my mother
1393389562236395520,Ma Barker Pelosi is all about controlling her gang https://t.co/IKMYjAtkMZ
1391233772088143876,taylor camila y charlie se acaban de abrazar y pense “uuh no alto covid”😭😭 me esta afectando
1388830628506914816,"@WIONews @PriyankaSh25 Shootings during Jo Biden's period will not be noticed. Don't all lives matter? Oh,sorry,if they had then the US citizens would have demanded action on China for over 5 laks.deaths due to china virus. Only Floyd's death matters because the left &amp;Democrats made it to be"
1396704867419267077,"முழு ஊரடங்கை முழுமையாகக் கடைபிடித்து #COVID19 பரவல் சங்கிலியை உடைப்போம்.
-@mkstalin ,தமிழக முதலமைச்சர்... https://t.co/Va1AgtW8h3"
1391082230844477448,Sadiq Khan set for second term as Shaun Bailey slips back https://t.co/M0YZl4dfht
1393332219507138561,"We have separation of powers, checks &amp; balances. They protect our #liberty. State legislators have far more power than the unelected CDC, except they keep forgetting it. State legislatures should be prohibiting this kind of discrimination. #txlege — you’re up.

#masks #MasksOff https://t.co/BYlRcAGLp0"
1396351467833937922,"New available appointments detected!
Provider: Walgreens
Location:
Walgreens Dallas
11700 Preston Rd
Dallas

Number of Appt Slots: 113
Registration link: https://t.co/au6NedVwxH

[23-05-2021 01:25:07]"
1393083705799892993,"Important - Since 04:00 on 15/01/21, it has been mandatory for all passengers travelling into the UK to have a pre-travel Covid-19 test., More info: https://t.co/d47yAbIV2I"
1398079629408231424,"#PANDEMIA 🦠 
En México, las autoridades de Salud reportan 222 mil 657 muertes atribuidas al #Covid_19, mientras que 2 millones 405 mil 772 los pacientes que han dado positivo a este #coronavirus 
#QuédateEnCasa 
https://t.co/mo9I5eeHZY"
1391089134744346626,"#SOSColombiaNosEstanMatando 
#DuqueAsesino #DondeEstanLosDesaparecidos #ParoNacionalColombia https://t.co/aXz74hPlEZ"
1388753416394969088,"If Rest Of India Had Done What Dr Rajendra Bharud, Collector Of Nandurbar Did After The First Covid Wave, There Would Have Been No Shortage Of Oxygen https://t.co/YUGgQxSpXk"
1395859645038612483,Good answer. He’s gonna get ripped apart no matter what he says https://t.co/VqII2Jtvb1
1393792534413864961,cuma nyampe 5... angop https://t.co/sD2bfKM2wg
1397565601586024449,"Ontario reports fewer than 1,100 new COVID-19 cases for second straight day https://t.co/TeQjBEC6Rb #Ontario #lockdown #Covid_19"
1398841723359404033,"अंधेर नगरी चौपट राजा
#कप्तान_चोर_सिस्टम_कमजोर https://t.co/gUr1vozuKa"
1391307599866339332,"See how Australian media exposed the propaganda againstbIndia. Hatsoff🙏
Besides COVID-19, India is also fighting with vulture journalists, who are spreading more panic and despair than pandemic https://t.co/pqN7CCN51r via @theaustoday"
1397190740325904386,"Cut GST rates on Covid essentials, set up dispute resolution body: Punjab FM to Sitharaman https://t.co/x9lG7PanGq"
1397057704816910336,"Utah has 13 new hospitalizations which matches the total from May 17, and the growth rate matches the percentage from the 2 previous days.  2,517,521 vaccines have been administered in Utah and 1,173,425 people are fully vaccinated. #COVID19"
1397561954978385928,@RobertBrownieJ8 @Silver_Strike @Dennisabm @para82nd_1 @TomDoubting @ThinkyTexan @Cerulea78083156 @VinceGottalotta @22CB22CB @Forseti_Pazzo @WaterType2 @LadyOfTheOcean1 @MikeAda69588676 @hugh_bothwell @BassistOld @Vickie627 @theLouBecker @ShlomoIndiana @NuckChorris16 @JonSmith922 @realeftypickit @MuscleBalancing @ListNever @76Buzzsaw @SmokeyStafford @MinnesotaExpat @newsjunky2 @GQPklepto @giddy_bunny @nkayla41076 @JDW714 @SwoleKyloRen @Dominique85_86 @snojustice1 @nan5678 @GalifreyExpress @TheLionPride_ @Irish_Gangster @ReviewResist @rationalfinker @tundrawolfqueen @hovind06452017 @martadam1 @RandyRuchalski @AndrewJacksonV3 @Hurrnot @joestrumpet1 @brandonleslie12 @wookietim @Mongo3804 It says right on the box of masks that they do not prevent the spread of corona virus.
1388628030835331074,As the man say lockdown I start feeling to bake one time 🥲hello darkness my old friend
1393388521818247170,Imagine how the media would react if an ALP government had no timeline for vaccines or interest in reopening international borders https://t.co/eXVfxBKSoU
1398617351336071178,kiwak la duk je la rumah main dota. takde dota main telo 🤦‍♀️ https://t.co/24VxE7ir0B
1393053860906913799,.@hbomax you can end corona by picking up caos https://t.co/tiw88HJiVv
1390176599543193600,"#Paripurna19 Puan Maharani @PDI_Perjuangan
 #Jateng5 : Beberapa permasalahan yg perlu mjd perhatian AKD DPR terkait antara lain, perkembangan saat ini di bbrp kawasan India, Timur Tengah, Afrika Utara, dan Asia Tengah sedang dihadapkan pd gelombang kedua Pandemi Covid-19."
1390978476367220739,"“Please give us the two weeks to bring things under control” pleaded @DGHisham. Who the pleas were directed to, I’m not sure, but it came after him saying that we are running out hospital beds and questions about a proper lockdown."
1388665746436276224,@AlexandraBoing @estoque_pff @MiguelNicolelis RS também não. Unidos em apoio a Covid... A conta chega em pouco tempo.
1393398498473783300,"1 bozal = 1% efectividad o sea 100 bozales = 100% efectividad 😂
😂 genial 👇 https://t.co/vJX8sHuVMU"
1394072817407119371,Husband &amp; I got ours.  Feels great to not worry. https://t.co/pvOZKcQvBM
1397151084792061955,"@VeejayParikh @PMOIndia @rajnathsingh @RSSorg @smritiirani @rashtrapatibhvn 250000 🤣🤣🤣🤣🤣and you think u can overcome the pandemic by this meagre sum of money
Sorry for ur loss but get real and stop making this blame game, neither the CM or PM Congress or BJP is responsible 4 this, even US was down on its knees by this pandemic"
1398952350081896451,"@AAPNareshBalyan @ArvindKejriwal Na ek hospital bna paye na ek bed lga paye is pandemic me, aur to aur ITBP ke hospital chale gye photo click krwane. Koi kam kr lo Delhi walo ke liye ya Sara paisa advertisement ke liye hi hai??"
1394257584366964738,"#FaustoPatiño: “Una persona contagiada con #COVID19 que necesita una Unidad de Cuidados Intensivos, puede llegar a pagar USD 4 000 diarios. Algunos pacientes se han quedado con deudas de más de USD 100 mil”. 

Escúchanos en la 98.1 FM #Quito o en https://t.co/Crat2zIIb2 https://t.co/dGtawT36ow"
1397567456697360388,CPI da Covid é retomada após reunião secreta de senadores; assista ao vivo aqui 👉 https://t.co/Hgv4nTlsE8 https://t.co/M9uycrydJ8
1392718245816258565,It started with 28 days then moved to 42 - 45 days and now 3 - 4 months! https://t.co/Kj4sA9Bj2N
1391651799988277251,@kumparan semua cara sudah dicoba tapi covid gak ilang2 juga... menteri kesehatan dan satgas sudah diganti... tapi masih juga covid kagak ilang2... coba pake cara terakhir: ganti presidennya!!!
1393325227254374400,@ThatHeartMom1 @Keerurgo @ChrisAngel0790 @dachte @MikeySansLOL @BadCOVID19Takes The CDC website? I saw something different. Please share the link to what you are referring to.
