Tweet ID,Full Text
1380554550923440129,@SimpleReason1 @lisa99491828 @TrackingCovid people with disabilities (ie. can't wear a mask) are protected against discrimination under federal law.
1381763653641338887,"@MeaganCFitz @Alison_Galvani They knew Covid was airborne and that there was asymptomatic transmission and that masks work.  They lied to preserve medical masks for HCW's.  I think that was was a mistake.  

https://t.co/QLx05vrRpl"
1380458171546939393,"@TheBashar @donwinslow I wear mask gladly recognize it’s value,I’m vaccinated ,but I have a hard time breathing"
1384780881387081731,"This is exactly how it is for me. Masks make it even harder to understand ppl. Even if they talk louder/yell like no, don’t shout/keep talking if I tell u I’m deaf, just write/gesture with us. Or better yet, wear a clear mask for us if possible at ur work place or w friends! https://t.co/b5hq5utm0u"
1378457908271284226,@funeralfeline thank u! 🥺❤️❤️❤️ i needed a change even if i wear a mask all day lol
1387965466577080320,"I wore a turban-hijab this day to Shoppers. I didn’t wear a mask because I used the material of the keffiyeh hanging off the side to cover my face &amp; tucked it into my turban. I got looks - fright. I brushed it off since it was so normal &amp; expected. Still othered me.
#Islamophobia https://t.co/gdMXBlJLgi"
1381977324334235654,@benshapiro Exactly. But @POTUS and #fauci want us to wear masks forever - not end the pandemic.
1385213335637921798,"@SaketGokhale .
RaGandhi Corona Positive 

RaGa Many times DID NOT wear MASK
He was goingNEAR People 
No SOCIAL DISTANCE
NoVaccination?
He may have infected 1000s People 
Says Modi is Responsible

His Party workers do same Some get positive &amp; Infected 100000s ppl

But RaGa saysModi Responsible"
1380023844166045697,"#Leralla
Train to Leralla departed  from Kempton Park Station, next stopping station is Birchleigh
#WearAMask 
#NoTrainSurfing
#FlattenTheCurve"
1383892201374044161,"@PoetaChica My only point was that it didn’t disintegrate. I prefer cloth. We had to double mask at Gillette Stadium when I went for my second shot. Hot!! Beats covid, but hot."
1382744401399607301,@mousearoo What about if your 2 yr old refused to wear a mask....and a business kicked you out. What then?
1384801878358196224,"Mask and sanitizers are basically condom and i-pills for corona..

So please wear mask and use sanitizers  🙏

#COVIDSecondWave #COVIDEmergency #CovishieldVaccine #COVID19outbreak #COVID19India"
1382225143590576135,"@ehloanna I've been getting massage for about 2 months now.  Everything is wiped and sterilized and we both wear a mask. The CDC is also saying contact Covid is less a problem then they initially thought, so that should help."
1377423320023400450,@LeeWallenmeyer @thomaskaine5 Or stop being a selfish wimp and get a vaccine and wear a mask to protect others like Jesus would want you to. Lives saved AND the economy will improve more if we reach herd immunity.
1383221332058382343,I'll take my mask and money elsewhere. ✌️ https://t.co/KhkDzEu4P3
1383022118124859392,If masks and distancing have had this big an impact on the flu why have they not had the same impact on Covid? https://t.co/WbaO84krVe
1377891550173224961,"All The Truths About Covid And Masks Spelled Out For All To See.!!!
https://t.co/5OFOmbnUaD?"
1385399740867747840,@DaveDstttbb @ErrolWebber @VAGirlForever You a weak little scared cupcake grow up princess act like an adult wear a mask.
1377716371333730304,@NBC12 Like saying lockdowns and masks protect against COVID...
1377622346215882753,"Wear your mask, stay away: Sonakshi Sinha preaches Covid safety in all black https://t.co/lr8vStMBHP"
1384784553991147521,"Thank heavens ⁦@ThatsDevolved⁩ !  

No masks in classrooms from next month - coronavirus likes this 👍 https://t.co/HpNE09ej7z"
1378278796915265538,"No one can wear a mask 
for very long!!
#mask"
1377418154855530499,@philipaklein I love baseball but I will wear a mask to a game
1387970053736443905,"@CND_Grant And gosh, I just looked and saw that Manitoba's student mask policy *also* ignores aerosols.  This could explain what is happening in Manitoba schools too. New COVID has more infectious aerosols, no doubt in my mind."
1387885148612567048,"South Carolina tells the news they are banning the use of masks after their Coronavirus numbers stayed under 100,000 for the week."
1379768627537309697,@aslitekinay @KeremBursin By encouraging these people “not to wear a mask” your country is reflecting a bad image in way to deal with this pandemic. Please @KeremBursin you don’t have to apologize for urging people to take care of themselves and families by doing the simplest thing. “WEAR A MASK”
1381062954012045313,"I saw a bumper sticker that said: If you are scared wear a mask, if you are really scared stay home. Don’t tell me to wear a mask, I didn’t tell your dad to wear a condom."
1381028091896676355,Please get vaccinated be smart wear your mask even afterwards for a good 2 weeks just to keep yourself safe too be kind and understand this is crazy days we live in . It will pass but patience is a virtue. Hope everyone stays safe
1379489826446176257,"@DocEduGator I'm not scared of the flu. But I rather need to go to the dentist and get glasses. That's health care. And since I nearly died from wearing a mask, I'm not going to wear it. My life isn't worth compliance. It isn't like they do anything. They don't even test them on humans."
1385262674406219780,https://t.co/e2aVJ6YlEl  Stanford study finds masks worthless against Covid.
1383473853867778051,@yashar This must be for a different part of America.  I've never seen anyone wear a mask outdoors.  That's insane if it's happening somewhere at any scale.  Yikes
1383636933125885958,"@elise28898453 @LikeGenuine Thats funny because most everyone that got ""Covid"" were ritual mask wearers. Anyways it doesnt matter.  You either believe in the cult, or  trust your immune system that God gave you and be ready to die when it's your time. So many Dr.'s, nurses, and medical have spoke out. Hoax!"
