Tweet ID,Full Text
1267419483049771009,Face mask not required when in private vehicle https://t.co/B2p8BXocfq via @colombogazette #Srilanka #lka #facemask #coronavirus #COVID19
1267980583478554625,@JRubinBlogger @Phil_Lewis_ I don’t see proper social distancing and everyone wearing masks Jen. You need to get out there an tisk tisk them immediately
1275864381537091585,"CaviCide Surface Disinfectant Spray, 24 oz. In stock, ships same day. CaviCide is listed under the EPA's Disinfectants that meet criteria for Use Against SARS-CoV-2, the virus that causes COVID-19. #disinfectant #kn95masks #Masks #gloves #handsanitizer #purell #toiletpaper https://t.co/tgGlS7fLYw"
1276724240721408001,@RiznaZareer Kon covid eh tha roaga akah covid kiyagen meehun ge neyvala holhi bandhukoh kon mask eh alhuvaigen neyva nulevigen meehun maranee roaga jehihjihya geyn nunukumebala ehennoonvanee verikan vehti dhanethy mimeehun muzahara kurahen muzahara kohfanethee gaumu lootuvany
1268821645604655107,"The COVID-19 virus is spreading like a wild-fire in #SouthAfrica BUT 57 Million people wear masks, deep their social distance, and wash their hands regularly. What could be wrong?"
1267790070964199426,"Rewind: Singapore morning news for June 2

via @aecnewstoday 

#Independent #Asean #journalism based in #Cambodia 

#StayHome #isolate #prepare #WearAMask

https://t.co/XbWZb8AtNa https://t.co/iv6YMeA6ug"
1267772094550380544,"#COVID19
Avoid MEN:
M = Mouth 
 E = EYES
 N = Nose

Instead of WOMEN:
W = Wash Ur Hand.
O  = Obey Social Distancing.
M = Mask Up.
E  = Exercise &amp; Eat well.
N = No Unnecessary Travelling.
@kansalrohit69 @listenshahid
@dcrajouri @thakurss1
@khabirjk"
1271017907753869312,"@realDonaldTrump Seattle's fine. Worry a little more about rising #COVID19 cases, esp in red &amp; swing states. Really a genius ploy to kill a good chunk of your supporters via rallies w/o masks or social distancing. Did @parscale come up w/ that? BTW he's robbing you blind, #BunkerBoy. #WearAMask https://t.co/1rJLtauD1g"
1276769764438769669,"@donttrythis @SiliConSJ Just over 3 Months out? Is that wise with the state of Covid at this time? I love @donttrythis but I suspect it will be cancelled w/in 2 months.

#WearAMask"
1272711515523686400,Republican congressman who just announced he has the coronavirus refused to wear a face mask on the House floor 2 weeks ago https://t.co/P9DSfZm4R3 via @businessinsider
1270452661653889024,I hate n95 masks they real tight 😭
1277997907686326273,"@mitchellvii I have pulmonary sarcoidosis, so fuck HIPAA Laws, I guess I have to make my medical record available for everyone who wants me to wear a mask."
