Tweet ID,Full Text
1304149069531619329,"Any comment, @BBCScotland? Whose decision was it to kowtow to the Scottish Tories and Scottish Labour who complained that these updates were political?

This is essential information for the people of Scotland. Why are you cutting the broadcasts? https://t.co/kI415K02WU"
1304462268063789056,"The liberal government is in spiral of scandal and they’re still the best equipped and best option right now of seeing this pandemic and recovery through. That is a completely disheartening and sad fact about this country, it’s shameful but it’s all we have. We are not grown ups"
1309679731680382976,Vino 🍷 https://t.co/XHwL5PINb8
1306942471671132161,Bas hogaya yeh pandemic. Plijj review. https://t.co/yGFHexvbO5
1306045550530162688,@atrupar Seems this mindset is not doing well tonight for Trump or company. https://t.co/i5Pwhtrp4N
1311086654120226817,"Ya know with the initial onslaught of the pandemic @ the beginning of the year, I thought 2020 was really gonna drag ass...but this has been the fastest year of my life thus-far."
1308078205278904320,Just another reminder to #WearAMask https://t.co/xnHCQx6Om6
1310976769239838720,Wild times https://t.co/vinRXF0twb
1309517042152742912,"@realDonaldTrump @FoxNews You refuse to answer questions or even acknowledge that 200,000 people are dead and over 7 million positive cases. Millions unemployed. Tweeting about polls during a pandemic only hurts you."
1307660793006219264,"@NickyCarew writes about resistance to change and how during the pandemic we're all Change Makers now. She offers advice for leaders https://t.co/Jx5nhg9Q2s

#thechangemakers #TurnOnChange #HumanResources #change https://t.co/JzOhUf8uo1"
1308271444779036672,😧 https://t.co/El0F0tmzvm
1304799961616441345,En Venezuela están aplicando una farmacoterapia para covid absurda que hace siglos se descartó eficiencia y ponen a la gente como loca a buscar medicamentos carisimos que no sirven.
1310646597689188353,"@DeanObeidallah tRUMP's desperation is mounting: Aired a new well-produced anti-muslim ad 2day, MSNBC. Are they trying to worm their way back into the good graces of those indepens/lite repubs fed up w/ tRUMP's tax evasion, his dereliction of duty w/COVID by appealing to their xenophobic streak?"
1311280775892021253,"not sure what about covid has made people so fucking bored and desperate for social connection that they seek that out in the form of giving CONSTANT unsolicited advice and opinions but please stopppppp, pandemic or not it’s still the most obnoxious thing we do as people"
1307129567723876353,"Watching how the events play out after RBG's death are going to be interesting. How will the media keep the riots, covid at the forefront?

The Reeeeingggg from the media is going to be on a whole new level if/when Trump gets his justice in there. 

Strap in Patriots. 😎"
1306441158873305088,"I'm taking my Boycott on Sports to the grave! The players have spit on the Flag &amp; WeTheAmericanPeople, so no I will not support one single cent to sports! https://t.co/E6AfmgbZQ4"
1302428572037058565,"Lo que desearía estar preparándome para ir a alguna jodita y perrear toda la noche con un vino en la mano. Todo mal coronavirus, esto ya es personal"
1310877646536884225,@bitcoinhot1 @vita_AVP @YRadianto @P_Eneste @J_Aryoko @SouthOldMan @isalfatur @mazzini_gsp @Mawar_Hitam09 Anjirrrr.. CEBONG otak dibuntut kok waras.. Raja Kodoknya aja gagal tangani Covid kok bangga.. Anjing bener nih..😂😂
