Tweet ID,Full Text
1298448016953749504,"@bigstape @CommonS69917449 @reopenpa @GovernorTomWolf Good luck getting an N95 for everyone. Surgical masks don't seal your face and therefore provide 0 protection. And they don't help others unless you are coughing, in which case you shouldn't go out."
1291519739492282368,One positive when you wear a mask is when you do something embarrassing you didn't actually show ya face :P
1291581672077443072,Physically distance yourselves and mask up to #beatCovid19 avoid enclosed spaces too 👇 https://t.co/d30krO2yOt
1299694069988446209,"@OklaGenie @Anthony69256848 @RepKendraHorn I see your values every day. Unlimited forgiveness by accepting JC as your savior, but acting like a privileged ass. Disregard of your neighbor by refusing to wear masks. Fighting for the unborn but the 780+ COVID deaths are ok. Yeah, all the hypocrits sharing the same values."
1291815722742697984,Here’s how many lives could be saved if every American wore a mask to help prevent COVID-19 spread https://t.co/3VTQ1lJ90x
1294186265722716160,"Wearing a mask is not enough!
Wear an FFP3 EN100:2001 mask with anti-virus protection!
The principle of ""equality of arms"" also applies to masks.
Every day a good deed, one ANTI-TRUMP TWEET!
more
https://t.co/yM1xRbP1kT
Convid 19 Carbon dioxide CO2.pdf https://t.co/LZ909OuY5K https://t.co/WqU13dYGrK"
1290430927114559488,"@Ilhan I'm sure wearing the mask and social distancing will be fine, it is for everything else"
1296157158006980608,"We are aware that some of our #ParentCarers have concerns around children returning to school.   From transport, face coverings, rules around behaviour, social distancing, safe spaces - we know there are lots of Qs. 

Join us for our discussion session:
https://t.co/VbCL7W7EEX https://t.co/cNdU9PeXDa"
1295984212307312640,"Hey @easyJet, thanks! Flight to Chania yesterday a breeze, boarding well done. No social distancing at #Gatwick, little unnerving at first. Adults, older children masked and throughout flight. No masks in Cretan mountains here. Just effervescent spirit. Feels like prison release!"
1300218213851189251,Yo I am finally going to be able to wear a scarf without judgement because of corona
1297140232236806144,@focus_onfreedom MASKS DO NOT PROTECT ANYONE! How many more times does this have to be said? If people want to wear a mask let them. It is more than time the sane among us were left to get on with life and try to help rescue the country from the catastrophic state it is in
1294824855456579584,"@Target What exactly is the point of your mask policy if you are not going to enforce it? My daughter shouldn't be upset that someone is yelling at mommy bc mommy dared to stay if you don't wanna wear a mask fine, but please respect social distancing bc I don't want her sick"
