Tweet ID,Full Text
1280009228095115264,"#CoronaVirusUpdates: 

#COVID19 India Tracker
(As on 6 July, 2020, 08:00 AM)

▶️ Confirmed cases: 697,413
▶️ Active cases: 253,287
▶️ Cured/Discharged/Migrated: 424,433
▶️ Deaths: 19,693

#IndiaFightsCorona
#StayHome 
#StaySafe 

@ICMRDELHI 

Via @MoHFW_INDIA https://t.co/pMrt130j7k"
1281779769319624705,Miriam needs to test negative for corona because I washed my car today
1281802281588006913,"Am I the only one that just wants to fall, hit their head, go into a comma,&amp; then wake up when the pandemic ends?.Y’a know?.... nothing too dramatic"
1279038342894673921,Obama’s visionary idea- THANKS OBAMA https://t.co/Hc8jSZA5Mh
1285835303215923206,@JJ_Stellies The Chinese? Covid is here to stay.... should we close schools for ever?
1286648123377348614,@JaniceTXBlessed @jat1020 @NFL @NBA @NASCAR F them all... especially the most racist sport The NBA! How many players went to China and brought back the Virus...
1280347125541253120,Peran Polri begitu nyata dalam mencegah penyebaran Covid-19 menuju tata kehidupan baru (New Normal) di Kabupaten Karanganyar. Menuju New Normal dengan disiplin menjaga Protokol Kesehatan. #PolriAjakTatananHidupBaru https://t.co/t0ej258jcN
1279069095779057671,Coronavírus: Partículas são descobertas em amostra do esgoto de Florianópolis de novembro de 2019 https://t.co/SeEzM3G7Cc via @jornalnotisul
1279590021717098497,"発生国に命ぜられる形で事実を隠蔽し、パンデミックを引き起こすきっかけを作った団体が今更何を言っているんだ？としか思えないんだが・・・。

#WHO
#WorldHealthOrganization 
#武漢肺炎
#武漢コロナウィルス
#COVID19

https://t.co/y5fr0HbkF3"
1281487766220496897,Someone please tell me I’m not the only one who doesn’t see the point in wearing make up to go out? Like i used to wear light make up when going to work or when I’m with my boyfriend but since having to wear a mask i see no point
1280459247587917824,Trumps America. Get the amplifier of this kind of awfulness out of office. This is absolutely because of Trump and the @gop https://t.co/Ob3bpByAbo
1286310314322145281,@anchara_ Alors moi j'ai un problème au moment de la sortie de l'académie française je disais la covid pour me foutre de leur gueule sauf que du coup je ne dis plus que la Covid 😅
1278133547426091014,"@gonzalezderwin @STrevEks @briantylercohen @mitchellvii Covid deaths went down across the country and are still down. The only thing rising in some areas are covid cases, death rates aren't on the rise.

Why minimize the fact that NY is actually at 31k deaths of 129k total? 

That's nearly 1/4 of all deaths from one state....."
1281556748902502400,Totally agree with ALL you said Paul. Not required. 🔴⚪🔥❤ https://t.co/0OLxlfPNfn
1286445709940711424,"@YaeYai22 Eso digo, ya estamos en el nivel que todos conocemos a alguien con COVID19"
1282511452402667520,"Nice photo-op #TRE45ON #TraitorTrump, did ya actually VISIT the infirm? Or was this just an oaf lumbering through a medical facility to show the world he's a day late &amp; a buck short on getting the #WearAMask memo that the world got a few months back? RIGHT, #TrumpLiesAmericansDie https://t.co/UeQx4w0DHD"
1288450423028768769,Japan stirs controversy with huge COVID aid contract for ad giant Dentsu - Reuters https://t.co/LTHMfT2WDL
1285658636543500288,"@dajiyuan PLA Eunuch Army  &amp;  XI..JIN... PIG COUNT DOWN BEGINS
Reveal The Mystery of COVID-19
Stop Nexus with Terrorist Groups
Stop The Uyghur Genocide
Stop Torture On Hongkong Peoples
Stop Illegal Land possession of Neighbors
Stop Intervention In Taiwan &amp; S. CHINA SEA
Where is Hǎishēnwǎi"
1286132152833196032,100% @NYGovCuomo has killed many of his citizens! https://t.co/ILgvZ8qcov
1287188568750936065,#ATENCIÓN Se reportan 194 nuevos casos de COVID-19 en #Santander. Es la cifra más alta de contagios confirmados en el departamento. https://t.co/XVT3GLzmu2
1284719321944485890,"Entah2 diorang kentut dalam tin tuh, pembeli mana tau main sedut jer udara dalam tin tuh cakap yang ni udara segar, fuh nikmat dari ladang 😆👍🏻 https://t.co/KhxzsQuWlf"
1287746052846649346,@RevistaSemana #DanielQuinteroEs el alcalde acierta en traer médicos Cubanos para ayudar a combatir el Covid-19 y salvar vidas pero el gobierno desacierta en traer tropas gringas a asesinar campesinos y violar niñas con la complicidad del centro democrático
1288152796517281799,https://t.co/fZnJccX2hU
1285100735672340480,"Why I’m not hanging out with people unless necessary, and why if I do it’s with a mask the entire time. A thread. https://t.co/mf9HuMoc5A"
