Tweet ID,Full Text
1338430774022983686,"Querem apenas destruir essa impressa corrupta, CRIMINOSA e podre #VALIDACAODOVOTOELETRONICO https://t.co/vcbYSCLBcu https://t.co/bTnce5oOuT"
1334685841160081408,@GovMikeDeWine @GovWhitmer https://t.co/qStkCYPHJm
1343889349776171009,@SrLebron Pipo pidiendo hasta certificado de buena conducta y COVID para los que asistan a su juramentación y en Humacao asistirán miles de personas al coliseo para despedir a Tito Rojas con el alegado distanciamiento requerido. Dónde habrá más contagios?🙄Las incongruencias en este país.
1340699178381553665,"Nicette Bruno morre no Rio, vítima de Covid-19 | Rio de Janeiro | G1 https://t.co/qco8fpxK4v"
1336765363518918661,"99% of COVID deniers just say “Well, I haven’t shown symptoms so how could anyone else ever have it.”"
1340612244179185664,This. 😂😂😂👏🏻👏🏻 https://t.co/3xDSV54AaC
1339907102173769729,"Simulasi Vaksin Imunisasi Covid-19, Gubernur Khofifah Bersama Ketua Umum MUI Pusat , Yakinkan Masyarakat Vaksin Halal https://t.co/jQ8IRd4mWT"
1335464616420384768,"I give so much credit to anyone who postponed their wedding or cut it way down to close family and friends because of covid. It’s certainly the right thing to do, but it can’t be an easy decision to face and must be so difficult."
1341093284089835527,@sopitas Para espantar al coronavirus.
1343584381835780096,@globaltimesnews FEAR SHOWING FREE TIBET - INDIA WILL GROW &amp; REBOUND. CHINA'S FINANCIAL LOSSES ARE INCREASING. VIRUS SURGE IN BEIJING. PLA HAS LOST 12341 SOLDIERS IN THE STANDOFF DUE TO THE WEATHER. @Tarunvijay @rajeev_mp @freetibetorg @narendramodi @China_Amb_India
1339120481673338880,"kewgardens: @sammykk83 Hi, Christmas at Kew is permitted to continue as it is an outdoor trail under the same Covid secure conditions as allowed under tier 3. Food and non-alcoholic drinks will continue to be available via takeaway and our Victoria Plaza shop will be open fo…"
1339654784815669254,@DrGRuralMD Consequence of the effed covid curriculum and returning from PhD this year. All the MS3s who are my cohort now already took it.
1336233609351458816,"@_infinitejest https://t.co/f5SxBascYf

If testing results are adjusted then is it dangerous to take vaccine?🧐😷

Share with friends and follow us🙏"
1340329547099746306,@Johnnydrille @MAVINRECORDS Fuck you for say due to rising cases of Covid-19 in the country!! Do you know anyone that knows anyone that has contracted COVID-19?
1334877698724929536,"Mano do céu, pq não me passaram esse remédio desde o primeiro dia de corona? Cara, não tô sentindo dor nenhuma"
1339751748404068352,@LolMalice Covid-23 hurrrrrrrrrr what is this fucking stupidity
1340931295791243265,"From The United Kingdom &amp; Around The World, Here Is Your Latest Coronavirus Update From The TSC News Channel.

https://t.co/cjYbOCrXSI

https://t.co/WNV0v0pszo https://t.co/hdjIJNCgq2"
1336175107270569986,"@wendywoo6089 @MikeBul64700146 C'mon - the WHOLE fucking thing is BULLSHIT.

The ""virus"" is no worse than the flu (get some HCQ+Zinc into you).
Masks KILL
Distance kills relationships.
Everything these c***suckers mandate is VERY bad for us.
Take a STAND.

https://t.co/d3lVMcu3af"
1342086209682755584,"""Claro, pasa la dirección, que voy a mandaros strippers con disfraces de policía"" https://t.co/0FEhWHHzIC"
1341476011091869699,@nilmoretto https://t.co/7ODJhpYpTv
1338217920711827456,"@scottshanle Huge buyout to pay someone not to coach while they bring in another coach but that will likely make millions, meanwhile people are struggling to survive in a pandemic."
1337729230721978369,"#Adur &amp; #Worthing Councils' Land Charges team is continuing to process property searches for house buyers despite increased workloads caused by the pandemic &amp; the stamp duty holiday
The increased workload is being felt by all those in the #propertyindustry
https://t.co/EaWJeUn4Uh https://t.co/Vp5otAlUBc"
1335642427290497025,@Tusslindo All fuckin pandemic most sleep I’ve got in 30 years
1341094383165329415,"With the #WinterSolstice today, let’s remind ourselves that we made it through 2020.

Inside each and all of us, there is an invincible summer getting prepared.

We survived #COVID19 
We survived #COVID20

Stay strong, everyone 

#ChristmasWeLove https://t.co/VIdmhs0lv8"
1343299274579222528,"Yo, my grandma is hard of hearing and legit doesn’t even know she has COVID and I’m guessing when she wanders out of her room unknowingly a spreader it’s like trying to put a tiger back in her cage, cause grandma from the Philippines and grandma gonna do gramdma."
1341857760133189634,"Fuck me I’ve got hell of a pot on me since lockdown, skinniest fat person I’ve ever met"
1334027619856048128,@kaylshore @StampieRuns https://t.co/EMC9ICRchZ
1344434153379524616,¿¿¿ Y SI USAN EL DINERO DE LAS CAMPAÑAS ELECTORALES PARA COMPRAR VACUNAS CONTRA EL COVID-19 ???
1339780935772942337,Oh wow https://t.co/WGQk9tX6mf
1339788421502545921,what the fuck??? they need to cancel schedules https://t.co/1c5zO3Wx13
1340682486578294785,@MamaDoctorJones I figured it would be to compel the MAGA/covid-denier base to follow suit. That might be too generous but I’m hopeful it’ll work regardless
1339726259992064003,#GymJordan doesn’t understand how a situation can change https://t.co/nrWHhvlPO0
1333678288603127808,"We are ready to start the 2020 World AIDS Day Symposium &amp; Flag Off of HIV Self-Testing in South-West Nigeria.  

We join the world to commemorate the World Aids Day 2020. We are United to end AIDS in the midst of COVID-19. 

The event will be streamed live on our Instagram page. https://t.co/2xJyV3ssa1"
